sentence 	 label
the us mens national team will look to extend their record unbeaten streak to 13 matches when the take on jamaica at columbus crew stadium in its final match of semifinal-round qualifying for the 2006 fifa world cup . 	1
in the early 1980s, sears and kmart were american retail giants, with gobs of money, huge portfolios of real estate and loyal customer bases that should have made them fast-growing fulfillers of americans #39; insatiable demand for more stuff . 	2
india #39;s prime minister, manmohan singh, came to kashmir on wednesday offering unconditional talks with anyone willing to renounce violence and a \$5.3 billion economic 	0
"reuters - children's nursery rhymes contain 10 times more violence than television shows broadcast before the\9 p.m. ""watershed"" after which more adult content can be shown, research has said . "	0
muzaffarabad, nov 17: a multi-party alliance fighting indian rule in kashmir rejected on wednesday the economic package offered by indian prime minister dr manmohan singh during 	0
leaders of the nyc2012 committee highlighted new york's advantages in multiculturalism, money and media power . 	1
madrid, one of five cities bidding to host the 2012 olympics and paralympics, unveiled its dossier on wednesday (17 november), just two days after submitting it to the international olympic committee (ioc) . 	1
argentina moved atop south america #39;s qualifying group for the 2006 soccer world cup with a 3-2 victory over venezuela, grabbing the lead after world champion brazil suffered its first defeat of the campaign . 	1
stocks closed higher on wall street as investors welcomed the merger of kmart holding corp. and sears. however, climbing oil prices restricted gains . 	2
us bankruptcy court judge stephen mitchell will hear arguments today asking him to reconsider a four-month, 21 percent pay cut he imposed on many unionized workers last month . 	2
carmelo anthony scored 30 points and kenyon martin added 24 points and 16 rebounds, helping the denver nuggets hold off the toronto raptors 112-106 wednesday night . 	1
afp - despite india's economic boom in software and outsourcing services, economists have warned the government needs more reforms to create jobs in manufacturing to cut poverty . 	0
afp - australia and the united states sealed a free trade agreement to start january 1, 2005 after clearing last-minute obstacles . 	0
sl: seagate technology has announced that it will begin shipping the world #39;s highest capacity pc hard drive to retail stores and resellers . 	3
an israeli tank has opened fire and killed three egyptian troops on the sensitive border between the two countries, mistaking them for palestinian militants on the way to carry out an attack, israeli media says . 	0
curfews and alcohol bans may be necessary in aboriginal communities, prime minister john howard said today, adding that civil liberties were less important than staying alive . 	0
washington -- the two founders of the pilgrim baxter mutual fund family have agreed to pay \$80 million each to settle regulators' charges of improper trading to benefit themselves and friends at the expense of longer-term shareholders, the authorities said yesterday . 	2
a month after federal regulators adopted sweeping new rules for mutual fund oversight, fund trustees remain concerned about their ability to serve as watchdogs over fund managers and others who handle investor money, a new survey shows . 	2
next time you drive past a jogger on the street, give her a honk and a wave - she #39;s honing the skill that helped define the human body, according to a study by researchers from the university of utah and harvard . 	3
jerusalem a preliminary israeli army investigation has found that israeli troops apparently killed three egyptian soldiers by mistake, thinking they were palestinian militants along the gaza-egypt border . 	0
cbc sports online - after starting the season with three straight wins, the toronto raptors are heading back home with a losing record . 	1
an israeli tank has opened fire and killed three egyptian troops in a border zone near the gaza strip after mistaking them for palestinian arms smugglers, israeli security sources say . 	0
afp - three egyptian policemen were killed overnight by israeli tank fire on the tense border between egypt and the gaza strip when they were mistaken for palestinian arms smugglers, officials said . 	0
russian president vladimir putin yesterday rejected a key recommendation of a united nations panel on expanding the un security council, saying any reform would be one-sided if new members did not have veto power . 	0
stocks bounded higher wednesday as investors shrugged off a fresh indicator of rising inflation and welcomed postitive economic reports and the merger of kmart holding corp . 	2
italian bank sanpaolo and dexia, the franco-belgian group, confirmed they were in preliminary talks after a report that they were considering a merger to create a major cross-border lender . 	2
penny-pinching american airlines is to remove the pillows from half its planes to save \$300,000 (163,000) a year. while the cost savings are small beer compared with the \$4bn a year american has slashed 	2
miyazaki, japan (reuters) - tiger woods fired a superb  five-under-par 65 in torrential rain to take a three-stoke lead  after the first round of the dunlop phoenix tournament  thursday . 	1
houston, nov 17 : us authorities are probing if linda, wife of ex-enron chairman ken lay, acted improperly when she had their family foundation sell 1.3 million enron stocks just days before the energy giant #39;s bankruptcy . 	2
eddie johnson scored his fifth goal in three games wednesday and the us national soccer team eliminated jamaica from 2006 world cup contention with a 1-1 tie at columbus, ohio . 	1
us commercial crude oil inventories increased 800,000 barrels to 292.3 million in the week ending nov. 12, the energy department reported wednesday . 	2
sbc is teaming up with microsoft to provide consumers with a new way to view television -- a move that puts it in direct competition with the cable tv industry . 	2
president thabo mbeki has urged all countries, including ivory coast #39;s neighbours, to immediately enforce a united nations arms embargo on government and rebel forces in ivory coast . 	0
america online (quote, chart) is bundling existing security features along with new ones for the thursday launch of its aol 9.0 software client, security edition . 	3
bar #39;s engine partner honda is believed to be interested in purchasing the brackley team and a deal could be done within the next 12 months . 	1
new york (reuters) - oracle corp. on thursday said in a  letter to peoplesoft inc. stockholders that it would withdraw  its hostile takeover bid if less than half of peoplesoft shares  were tendered by the offer's deadline . 	2
russian president vladimir putin said on thursday he had no plans to grab more power or change the constitution when reforming russia #39;s government structure . 	2
motorsport.com. reports this week suggest that honda is aiming to either buy bar or become co-owner of the team by purchasing a shareholding . 	1
jacksonville, fl -- the online search engine leader google has unveiled a new tool for scholarly research. the new service is aimed at making better sense of all the scholarly work stored on the web and it 	3
germantown, md. a maryland-based private lab that analyzes criminal-case dna evidence has fired an analyst for allegedly falsifying test data . 	3
london (reuters) - oil prices were steady on thursday as  concern over lean heating fuel supplies in the united states  and europe ahead of winter stemmed falls of nearly \$10 since  late october . 	2
"washingtonpost.com - careful followers of search-engine giant google surely took note this morning of reports that the company is reiterating an earlier warning that its future growth could fall below expectations.  as the bbc news reported, the company ""has warned that fiercer competition is set to hit sales growth. the firm, which had a successful share flotation earlier this year, said its rate of growth from the second quarter to the third may not be sustainable."" "	3
the leader of italy's right-wing national alliance, gianfranco fini, is appointed foreign minister . 	0
shares of google inc. slipped in pre-market trading thursday after the world #39;s most popular internet search engine warned for the second time in a week that its fourth-quarter revenue growth rate is likely to slow from previous quarters . 	2
seagate claims to have broken the record for the most storage on a single disc platter, managing to store 133gb per disc in its newly released 400gb hard drive . 	3
"chicago (reuters) - shares of medtronic inc. &lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=mdt.n target=/stocks/quickinfo/fullquote""&gt;mdt.n&lt;/a&gt; on  thursday sank 7 percent to their lowest level in more than  three months after the medical device maker posted  weaker-than-expected growth in one of its key business units,  sparking at least three broker downgrades . "	2
last thursday, msn announced the official beta launch of their search engine. although a preview had been available on their sandbox site, the launch marked the official unveiling of the company #39;s proprietary search technology to the general public . 	3
google inc. on thursday formally launched a new search service aimed at scientists and academic researchers. google scholar is a free beta service that allows users to search for scholarly literature 	3
"bill gates might not use aol, but he's definitely got mail. the microsoft corp. chairman receives millions of internet messages a day, said steve ballmer, the company's chief executive. ""bill literally receives 4 million pieces of e-mail per day, most of it spam,"" ballmer said thursday . "	3
ap - steve spurrier has agreed to take over as football coach at south carolina if lou holtz retires at the end of the season, the tennessean of nashville reported in thursday's editions . 	1
aol has added a range of features to ward off computer viruses, intrusive spyware programs and spam to a special edition of its internet access package, aol 9.0 security edition . 	3
"washington (reuters) - the u.s. food and drug  administration failed the public in its oversight of merck   co  inc.'s painkiller vioxx, which has been withdrawn, and is  ""incapable of protecting america"" from another dangerous drug,  an agency researcher told congress on thursday . "	2
san antonio sbc communications and yahoo are expanding their high-speed internet service partnership to link video, wireless phone, internet and other services . 	2
shares of claire #39;s stores (cle:nyse - news - research) were among the nyse #39;s losers thursday, falling 15 after the company posted third-quarter results that missed analysts #39; expectations and warning about the fourth quarter . 	2
reuters - a key forecasting gauge of future\u.s. economic activity fell for a fifth straight month in\october, a private research firm said on thursday . 	2
the new zealand dollar has hit its highest level this year, propelled by a dramatic dip in the us dollar. as the greenback slumped against most global currencies, the kiwi rose to 71.02usc, its highest level for eight years . 	2
google has launched google scholar, a search service aimed specifically at the academic community. the search tool will help scientists and academic researchers locate papers, theses and 	3
"new york (reuters) - u.s. blue chips rose on thursday, led  by altria group inc. &lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=mo.n target=/stocks/quickinfo/fullquote""&gt;mo.n&lt;/a&gt; and other tobacco stocks, after a  federal appeals court expressed skepticism about whether the  government could force cigarette makers in a lawsuit to pay  billions of dollars . "	2
washington (reuters) - government scientists are chasing a  possible new case of mad cow disease in the united states, with  final results on a suspicious slaughtered animal expected in  coming days, officials said on thursday . 	2
london #39;s bid team will reveal their final plans for hosting the 2012 olympic games when they unveil full details of the bid document on friday . 	1
shares of google slipped after the search engine warned, for the second time in a week, that its fourth-quarter revenue growth rate is likely to slow from previous quarters . 	3
apple computer confirmed thursday it plans to open two additional apple retail stores in the united kingdom in 2005 - one in birmingham, northwest 	3
the israeli prime minister, ariel sharon, apologized to egypt today after an israeli army tank crew fired on an egyptian patrol near the border with gaza, killing three egyptian police officers . 	0
zurich, switzerland (sports network) - fifa will launch an investigation into the racist chants spanish fans aimed at black english players during wednesday #39;s friendly at the bernabeu in madrid . 	1
home theater company to help users digitally convert audio cds and store songs on a dvd or player . 	3
crm software maker epiphany inc. this week is rolling out new analytical software, including two new products and vertical-specific bundles aimed at the communications and retail finance industries . 	3
industry group will offer a free program to help users find and eliminate illegal files . 	3
#39;down with the fcc! #39; howard stern says at new york rally to promote switch to satellite radio. radio host howard stern, below center, waits as thousands of his fans line up to receive a free sirius radio from him in union square in new york thursday, nov . 	2
the motion picture association of america is in talks with the internet2 research consortium, hoping both to test next-generation video delivery projects and to monitor peer-to-peer piracy on the ultrahigh-speed network . 	3
the racist chanting by spanish fans at wednesday night #39;s friendly international in madrid has left the government here red-faced and fearing a black-mark against the city #39;s bid to host the 2012 olympic games . 	1
casey mears set a track qualifying record and won his third nascar busch series pole of the season thursday at homestead-miami speedway . 	1
a minister has launched a scathing attack on heir to the throne prince charles, accusing him of being  quot;very old fashioned quot; and out of touch in his views on teaching in schools . 	0
argentina recognized china as a market economy on thursday, granting the asian country a status it has been seeking worldwide to keep countries from imposing penalties on the dumping of chinese exports . 	2
"washington (reuters) - a final test is likely to confirm a  second u.s. case of mad cow disease, experts said on thursday,  though they see a small possibility the animal, which tested  ""inconclusive"" in two preliminary tests, could be given a clean  bill of health . "	2
britains top police officer today called for an urgent updating of the law to protect householders who use force to defend their homes against criminals - even if it involves killing the intruder . 	0
afp - the indian air force saluted pilots who rescued hundreds on the remote nicobar islands despite losing family and colleagues when their base was destroyed by last week's deadly tsunami . 	0
ending three weeks of stalemate, european lawmakers have approved a new executive commission for the european union. european mps had refused to accept a new team of commissioners proposed by commission president jose manuel barroso . 	0
equatorial guinea has told a court he and his comrades had been chained like animals and tortured into confessing. and hand-cuffs to plead their innocence on thursday . 	0
sponsors of an internationally backed mideast peace plan will send their foreign ministers to the region next week in hopes of restarting israeli-palestinian talks in the wake of yasser arafat #39;s death . 	0
reuters - nike inc.  co-founder\philip knight, who helped transform a small-start up business\into the world's biggest athletic shoe company, will step down\as chief executive officer, the company said on thursday . 	2
the co-founder of nike inc. philip knight has resigned from his position as chief executive officer, the company said on thursday . 	2
reuters is reporting that the us department of agriculture (usda) has a possible second case of mad cow disease in the united states . 	2
ap - frank robinson has agreed to a one-year contract to return as manager of the expos, although whether he actually manages the team next year will hinge on the pace of the team's sale and the whim of the new owners . 	1
"los angeles (reuters) - walt disney co. &lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=dis.n target=/stocks/quickinfo/fullquote""&gt;dis.n&lt;/a&gt; posted a 24  percent rise in profit on thursday as advertising gains at espn  and abc television networks more than made up for a sharp  slowdown at disney's movie studio . "	2
washington - an expert with the united states food and drug administration (fda) has said on thursday he was pressured by his agency to stifle study results showing the potential dangers of the anti-inflammatory drug vioxx . 	2
ibm (ibm.n: quote, profile, research) said on thursday its workhorse commercial computers have smashed the industry #39;s most demanding tests, which analysts said creates 	3
the spanish government responded to diplomatic pressure from britain yesterday by starting a search for fans who racially abused england players during a  quot;friendly quot; football match with spain . 	1
kostas kederis and ekaterini thanou, the sprinters who brought shame on greece on the eve of the olympics, are facing the end of their careers after being charged with missing a drug test and faking a motorcycle accident . 	1
the 150 brokers and traders on the iraq stock exchange are not waiting for the war to end, buying and selling orders a few hundred yards away from the fighting . 	0
the u.s. air force tomorrow plans to announce an enterprisewide microsoft software initiative that some analysts see as a prime example of how users can leverage their spending power to force vendors to deliver more secure products . 	3
for once, it was the english fans who could claim the moral high ground. the spanish football federation now faces an official inquiry after several black players in wednesday night #39;s england squad were subjected 	1
the bush administration yesterday accused iran of attempting to develop missiles with nuclear warheads - a charge that could derail the european arms-control agreement struck earlier this week . 	0
using open-source modules instead of commercial alternatives -- even standards-based ones -- could save businesses money . 	3
global warming needs more attention, according to john mccain, and president bush needs to lead the way. i listened to some of the hearings on this subject this week, and i must say the people testifying are 	3
nike boss phil knight last night announced his decision to step down as chief executive of the footwear company he helped found 42 years ago . 	2
while assembling a new national security team, president bush is confronting what could become the biggest challenge of his second term: how to contain iran #39;s 	0
kmart holding corp and sears, roebuck and co said wednesday that they are merging to form a new retail company called sears holdings corp that will be the us #39; third-largest retailer with about us\$55 billion in annual revenues . 	2
ap - the united states and australia have prevailed in an interim ruling by world trade organisation (wto) in a dispute over the protection given by the european union to its regional goods such as champagne wine and feta cheese, trade officials said . 	2
"some say a ""fair tax"" that removes the need to file tax returns from the vast majority of the citizenry is a national sales tax.  this doesn't seem to be very fair to people trying to feed, house and clothe themselves and seems to subsidize large land holders (bush's favorite constituency).  there is a tax that lives up to the promises broken by bush's proposal for a national sales tax . "	3
american airlines slashed its fares to miami yesterday by as much as 85 percent from several cities including washington's reagan national airport, possibly setting off a winter fare war on routes to florida . 	2
"georgetown, del., nov. 18 -- when walt disney co. chief executive michael d. eisner and disney president michael s. ovitz appeared on ""larry king live"" on sept. 30, 1996, their corporate partnership was dissolving into an acrimonious disaster . "	2
by lee bowman. the ability to run long distances across the african savannah gave human ancestors an evolutionary advantage over other primates that walked upright, but could not run the mile or 20, researchers argue in a new study . 	3
president effective december 28 after more than a year-long search. knight, 66, who also will give up his title of president,. chairman, quot; knight said in a statement on thursday . 	2
the annual summer barbecues that ralph friedgen and frank beamer co-host at their lake homes in georgia may be a little less cordial after the way beamer #39;s virginia tech hokies waxed friedgen #39;s maryland terrapins 55-6 last night . 	1
german finance minister eichel called for the euro #39;s  quot;brutal quot; rise versus the dollar to be put on the agenda of the summit of g20 countries in berlin this weekend amid concerns the greenback #39;s slide could hit eu growth . 	2
jerusalem -- israeli troops mistook three egyptian police officers for palestinian militants and shot them dead yesterday along the gaza strip's border with egypt, increasing tensions between the neighbors . 	0
top-seeded roger federer overcame a second-set lapse and remained unbeaten in the atp masters cup championships with a victory last night over carlos moya . 	1
the philadelphia 76ers got a firsthand demonstration of why tim duncan might be the toughest player in the nba to defend. duncan scored a season-high 34 points and grabbed 13 rebounds to lead the spurs to 	1
singapore : microsoft #39;s chief executive steve ballmer warned asian governments on thursday that they could face patent lawsuits for using the linux operating system instead of windows . 	3
detroit -- new car and truck sales rose more than two per cent during the first 10 months of 2004, but many of the companies that supply parts to the big automakers have little to celebrate -- their profits are shrinking as raw materials costs rise and 	2
and possibly dozens -- of pending criminal cases to determine whether critical evidence was tainted or falsified during 	3
the most desired electronic gift item for this holiday season is a plasma tv. you might, however, want to consider something that wasn't even in the running: l.c.d . 	3
peoplesoft's chief executive accused oracle of spreading misleading information about his stock sales and threatened to sue for defamation . 	3
hours after his close associate howard stern addressed a teeming crowd about the benefits of sirius satellite radio, former viacom chief operating officer and president mel karmazin announced that he has signed onto the fledgling company as ceo . 	2
yahoo and sbc communications have agreed to collaborate to extend some of the online services and content they currently provide to pc users to mobile phones and home entertainment devices . 	2
singapore -- if you didnt think anybody else could possibly get any more spam than you, then think of bill gates. the microsoft corp . 	3
the company said thursday that it will release security bulletins and accompanying patches for its products on 18 january, 12 april, 12 july and 18 october . 	3
brisbane - new zealand batting hero jacob oram shunned comparisons with one of his country #39;s great all-rounders chris cairns after he bludgeoned the kiwis into contention against australia here on friday . 	1
mclean technology consulting company bearingpoint inc. said yesterday that its chief financial officer, robert s. falcone, would retire on nov. 30 . 	3
brazil football great socrates is set to make his debut for non-league garforth town on saturday . 	0
last year: meg mallon won the season-ending tournament for her lone 2003 title, beating annika sorenstam by a stroke. last week: heather daly-donofrio won the tournament of champions in mobile, ala . 	1
company will report preliminary count of its \$8.8b hostile bid for peoplesoft after 1 am et. new york (reuters) - oracle corp. said it would report preliminary results of its \$8.8 billion hostile tender offer 	2
madrid (reuters) - the madrid council has condemned the  racist behavior of fans that marred wednesday's friendly  between spain and england and said that the events should not  be allowed to harm the city's bid to host the 2012 olympics . 	1
the spanish fa apologises to its english counterparts following racist chanting . 	0
reuters - thestreet.com inc. , the\financial news and commentary web site, may be up for sale,\according to a report in business week, sparking a 7 percent\rise in its shares . 	3
photos there's also room in the humidor and the darth vader helmet. take a gander at some strange and wonderful creations . 	3
a planned sale of russian energy giant yukos #39; main asset has become clouded by confusion over the price, the participants and the legality of the sale . 	2
google has rolled out a new search tool called, google scholar. google scholar enables you to search specifically for scholarly literature, including peer-reviewed papers, theses, books, preprints, abstracts 	3
ah jaffor ullah. yasser arafat, the acknowledged leader of palestinian people, lived amidst controversy all through his life. the cause of his death has now become a source of controversy amongst the departed leaders people all over middle east . 	0
president vladimir putin rejected concern that he is beating a path toward authoritarianism, calling such criticism  quot;total nonsense quot; in an interview published friday and saying russia needs time to build democracy after centuries of heavy 	0
a new computer virus is catching people out by coming back from the dead . 	2
new york, november 19 (newratings.com) - analysts at stifel nicolaus  amp; company reiterate their  quot;outperform quot; rating on sirius satellite radio (siri . 	2
orange are set to square off in the title game of the coaches vs. cancer. classic. the orange posted an impressive 71-58 victory over 12th-ranked . 	1
london: emi, the world #39;s third-largest music group, reported a drop in first-half profits on friday but said the beleaguered industry was rebounding as online music sales start to take off . 	2
afp - us federal reserve chairman alan greenspan said the united states' huge current account deficit cannot be indefinitely financed by foreign countries and investors . 	2
november 19, 2004 (idg news service) - the california employees #39; retirement system (calpers) is tendering its 1.5 million peoplesoft inc . 	2
a favourite with the crowd during his time at goodison park, many fans will not forget radzinskis comments prior to his 1.75 m move to the londoners during the summer . 	1
afp - pakistani security forces have arrested a key al-qaeda operative wanted in connection with attacks on christian targets and a failed bid to kill president pervez musharraf, an official said . 	0
&lt;p&gt;&lt;/p&gt;&lt;p&gt; washington (reuters) - president bush on friday signed intolaw a measure authorizing an \$800 billion increase in thecredit limit of the united states, the white house said.&lt;/p&gt; 	0
new york (reuters) - the dollar sank across the board,  dropping to multiyear lows against the yen and the euro on  friday, after federal reserve chairman alan greenspan said  demand for u.s. assets could ease at some point given the size  of the current account deficit . 	2
problems with a \$50 million-plus rollout of sap's erp, crm and other business apps in the city of tacoma, wash., have generated a storm of end-user complaints, bad press and a call for an independent audit of the situation . 	3
there is no shortage of ways to measure bobby bowden #39;s stellar career as florida state #39;s football coach. there are the 277 of his division ia leading 350 wins here, which is 	1
to kick off the availability of the new domain names, microsoft will conduct a charity auction of what it believes will be the most sought after uk addresses . 	3
federal regulators rejected on friday the idea that allowing cable tv subscribers to pay only for channels they want would lower high cable bills . 	2
the united nations has shelved efforts to draft a treaty banning the cloning of human embryos in a setback for the bush administration . 	0
the u.s. congress on friday reinstated a ban on internet access taxes after the house of representatives agreed to extend it for another three years rather than make it permanent . 	3
other than comcast and servicemaster additions, it's been a quiet quarter of trading for this portfolio . 	2
in a burgeoning political and engineering scandal, boston #39;s gleaming new underground interstate 93 highway is riddled with hundreds of leaks . 	2
evander holyfield just doesn #39;t get it. he #39;s beyond old for a fighter and seemingly hasn #39;t been able to punch his way out of a paper bag in years . 	1
seoul - watchers of the reclusive north korean regime are buzzing about reports that might indicate a change in the cult of personality surrounding kim jong il . 	0
police in tsunami-hit thailand search for a swedish boy feared kidnapped by child sex traffickers . 	0
pressure? what pressure? kurt busch, last in the qualifying line and first in the nascar nextel cup points, waited out 54 other drivers friday and then won the pole for the season-ending ford 400, which will determine the 2004 champion . 	1
redwood shores, calif. investors continue to bet today that most peoplesoft shareholders will back oracle #39;s nine-point-two (b) billion-dollar takeover bid for its bitter rival . 	2
the murder of dutch filmmaker theo van gogh by a young muslim of moroccan descent has shaken holland to its very foundations. to most people, including the dutch, the killing and its violent 	0
new york - why has carl icahn set his sights on the relatively insignificant mylan laboratories, a generic drug company with just \$1.5 billion in sales and a \$4.3 billion market cap? 	2
the nintendo ds includes a touch-sensitive screen and is geared for an older crowd . 	3
bangalore, india - peer-to-peer (p2p) sharing would never have gathered momentum if the music industry had adopted models for distribution over the internet, said intel corp. chief executive officer craig barrett, addressing it executives in india friday . 	3
glen mcgowan had 22 points and little-used reserve chase griffin came off the bench to make two clutch free throws to help pepperdine hold off fairleigh dickinson 80-79 friday for fifth place in the bca invitational . 	1
an arrest warrant was issued friday, nov. 19, 2004, for nebraska offensive lineman darren delone, shown in this undated handout photo . 	1
australia's it news reports the findings of a recent survey in which more than 20 percent of company execs said they were considering or recommending offshore outsourcing. outsourcing blog 	3
"ap - in a prime-time television outburst, bill clinton ripped old nemesis kenneth starr and what the former president portrayed as a gullible media eager to report every ""sleazy thing"" leaked from a prosecutor bent on bringing him down . "	0
russia pressed ahead yesterday with controversial plans to break up the country #39;s biggest oil company yukos, setting a date of december 19 for an auction of its main production unit at a bargain basement starting price of \$8.65bn (4.88bn) . 	2
pc world - apple's latest offers a brilliant color screen and photo capabilities, but the price is high . 	3
the buzz over the greatly enlarged museum is expected to turn into a cacophony on saturday . 	0
a delegation that was paid to watch the ukraine elections by a lobbyist affiliated with one of the candidates has some saying the move taints the process of promoting democracy . 	0
ap - pittsburgh steelers running back duce staley was downgraded to doubtful friday with a sore hamstring, meaning he will almost certainly miss a third consecutive game sunday . 	1
thousands of protesters marched peacefully through downtown santiago on friday, expressing anger at a weekend summit of pacific rim leaders, particularly president bush. but violence later erupted at a rock concert . 	0
consumers won #39;t have to pay a tax to log on to the internet until at least 2007, after congress voted friday to renew a recently lapsed ban on internet taxation . 	2
by all appearances, steven woghin was a lawyer at the top of his game. after years in government service, the former justice department attorney had worked his way up to a comfortable six-figure salary and the chief legal job at software maker computer associates international inc . 	2
with 48 hours left before its official opening, apple gave us a sneak peek at the new regent street store. billed as  #39;a place to belong #39;, it #39;s staffed by the 138 successful candidates, whittled down from an original list of over 4000 applicants . 	3
the devastating earthquake that struck the indian ocean probably caused some islands to move by several metres . 	3
a glitch leaves customers of hsbc bank unable to use its internet services as well as cash machines . 	3
despite announcing the biggest news in its short history, osi pharmaceuticals stock fell nearly 10 percent friday, as some investors grew nervous about whether its newly approved cancer drug would be the bonanza they expected . 	2
un secretary general kofi annan has praised the release of several political prisoners in myanmar, the bbc reported saturday. annan also said he hoped others still behind 	0
fate may hold something of a pre-determined fragmentation for linux operating systems, like unix before them, that even standards efforts cannot undo . 	3
"the world's oldest man, who gave up  driving at 108 because ""slow drivers annoyed him"", dies at 113 . "	0
lou holtz wanted his south carolina players to focus on their game against clemson. they suddenly have a lot more on their minds. holtz will retire as coach at south carolina 	1
ap - manchester united defeated charlton 2-0 saturday in the premier league behind goals from ryan giggs and paul scholes. charlton did little to test united's defense before 67,704 fans, and the only surprise was that man united didn't score more . 	1
(sports network) - the toronto raptors found themselves on the wrong end of a 101-94 decision against the red-hot seattle supersonics on friday at the air canada centre . 	1
ap - rallying a party stung by presidential and congressional losses, the incoming senate democratic leader reminded fellow lawmakers on saturday of their shared commitment to help the nation . 	0
charlie hodgson scores 27 points as england overwhelm the springboks at twickenham . 	0
police launched an investigation on saturday into an extraordinary mass brawl involving players and fans at a game between the detroit pistons and indiana pacers . 	1
homestead, fla. (sports network) - kevin harvick held off  fellow nextel cup driver jamie mcmurray on three restarts over  the final 20 laps to capture the ford 300. the no.29 chevrolet  crossed the finish line 0.218 seconds ahead of runner-up  mcmurray . 	1
michigan state #39;s liz shimek (52) starts a fast break trailed by central connecticut state #39;s gabriella geugbelet, left, and michigan state #39;s kelli roehrig, right, during the second half saturday, nov. 20, 2004, in east lansing, mich . 	1
nasa #39;s swift satellite successfully launched today aboard a boeing delta 2 rocket at 12:16 pm est from launch complex 17a at the cape canaveral air force station, fla . 	3
the rest of the world face an uphill task in their bid to win the ubs cup for the first time after the united states took the second day fourball session 4-2 to establish a 6  - 5  lead going into the final day singles at kiawah islands cassique 	1
houston, tx (sports network) - world no. 1 roger federer of switzerland and third-seeded lleyton hewitt each posted straight-set wins and advanced to sunday #39;s final at the lucrative 2004 tennis masters cup . 	1
clemson, sc south carolina and clemson duked it out in the closing minutes of today #39;s game at clemson. police, security and coaches tried to separate the teams, who scuffled before the game started and continually pushed and showed each other throughout . 	1
reuters - the rebels emerge from the desert\haze like ghosts. first one, silhouetted atop a sand dune and\holding a grenade launcher, then a dozen more, their shadowy\figures appearing in unison . 	0
rescuers in northern china look for dozens of miners thought to be trapped after a fire broke out . 	0
a spanish court remands tayseer alouni and eight others in custody ahead of their trial for suspected al-qaeda links . 	0
leaders of the senate armed services committee asked the defense department on friday to have its inspector general #39;s office investigate the air force #39;s effort to 	2
league leaders chelsea allowed bolton wanderers to recover from two goals down to force a 2-2 draw at stamford bridge in one of two major surprises in the premier league on saturday . 	1
debuts are rarely pretty, especially for rookies such as giants quarterback eli manning, who will make his first start sunday . 	1
no. 2 auburn rallies in the second half and defeats rival alabama, 21-13, saturday to keep its national championship hopes alive . 	1
you can #39;t get much clearer than no. that was the strongly implied response of the us treasury secretary, john snow, to europe #39;s growing cries that he help it deal with a weakening dollar by intervening to stop the slide . 	2
baghdad, iraq - insurgents continued to strike against coalition targets in iraq saturday, resulting in the deaths of one us soldier and four government employees in baghdad . 	0
the us space agency, nasa, launched a satellite saturday that scientists hope will help them locate the sources of mysterious gamma ray explosions, the 	3
legendary explorer robert ballard was nervous this summer as he prepared to return to the titanic for the first time since he discovered the famous shipwreck nearly two decades ago . 	3
reuters - the u.s. congress asked the\securities and exchange commission on saturday to send\lawmakers a report justifying a new rule forcing mutual fund\boards to have independent chairmen . 	2
glenn mcgrath, thoroughbred fast bowler for a decade, embarked on a new career as an all-rounder in his 102nd test match at the gabba, hitting his first half-century as australia 	1
ap - lebron james scored 25 points, jeff mcinnis added a season-high 24 and the cleveland cavaliers won their sixth straight, 100-84 over the charlotte bobcats on saturday night . 	1
columbus, ohio (sports network) - troy smith threw for 241  yards and two touchdowns and ran for 145 yards and a score to  lead the ohio state buckeyes to a 37-21 victory over no. 7  michigan in the final game of the regular season for both  teams . 	1
washington (reuters) - the u.s. congress asked the  securities and exchange commission on saturday to send  lawmakers a report justifying a new rule forcing mutual fund  boards to have independent chairmen . 	2
annika sorenstam could only manage a level-par 72 on day three of the adt tour championship in florida but it was enough to maintain a one-stroke lead . 	1
to coordinate and cooperate or not to, that is where the rub is, and that is the key issue when it comes to answering the question whether there will be peace in the great lakes region . 	0
afp - leaders from spain, portugal and their former colonies in latin america urged britain and argentina to renew their dialogue on the falkland islands, known in argentina as the malvinas . 	0
foggia, italy eight people have been killed in an explosion that leveled a two-story apartment building in southern italy. firefighters are investigating whether a gas leak is to blame . 	0
florida state #39;s chauncey stovall, left, comes down with a fourth-quarter-touchdown catch as florida defender vernell brown, right, falls down, saturday, nov. 20, 2004, in tallahassee, fla . 	1
look for david stern to come down hard on the principals in friday #39;s pacers-pistons brawl. with the nba #39;s image possibly at stake, many around the league expect him to send a strong message when he makes his final ruling . 	1
in these times of financial wrongdoing and subsequent systemic changes, it's only natural to wonder what a perfect investment world would look like . 	2
thirty-eight raucous days of picket lines, tough talk and the angst of 4,300 san francisco hotel workers locked out of their jobs with the holidays nigh were put aside saturday when negotiators for the hotels and the workers #39; union agreed to a 60-day 	2
sun city, south africa (reuters) - briton lee westwood  closed in on his first title of 2004 when he claimed the  third-round lead in the sun city golf challenge saturday . 	1
drug giant merck pulled its painkiller vioxx because it increased the risk of heart attacks and strokes. now the company may face thousands of lawsuits . 	2
